index,benchmark,baseline_result,baseline_solved,baseline_timed_out,baseline_wall_seconds,baseline_par2,mab_result,mab_solved,mab_timed_out,mab_wall_seconds,mab_par2,mab_vs_baseline_par2_delta,mab_1000_result,mab_1000_solved,visible_packet_selections,visible_packet_updates
18,benchmarks/wordlevel/array/2019/wolf/2019C/dblclockfft_butterfly_ck3_r1-p44.btor2,unknown,False,False,8.678521978668869,7200.0,unknown,False,False,2565.9946973333135,7200.0,0.0,missing,False,lean_core;cex_diverse;recovery;cex_diverse;lean_core;cex_diverse;recovery;lean_core;lean_core;lean_core,lean_core;cex_diverse;recovery;cex_diverse;lean_core;cex_diverse;recovery;lean_core;lean_core;lean_core
19,benchmarks/wordlevel/array/2019/wolf/2019C/zipcpu_zipcpu_dcache-p105.btor2,unsat,True,False,334.3905565319583,334.3905565319583,unsat,True,False,144.02690937556326,144.02690937556326,190.36364715639502,unsat,True,,
20,benchmarks/wordlevel/array/2019/wolf/2019C/zipcpu_zipcpu_dcache-p106.btor2,unsat,True,False,364.944438919425,364.944438919425,unsat,True,False,177.26986465789378,177.26986465789378,187.67457426153123,unsat,True,,
21,benchmarks/wordlevel/array/2019/wolf/2019C/zipcpu_zipcpu_dcache-p181.btor2,unsat,True,False,2.350974324159324,2.350974324159324,unsat,True,False,3.671600431203842,3.671600431203842,-1.320626107044518,unsat,True,,
22,benchmarks/wordlevel/array/2019/wolf/2019C/zipcpu_zipcpu_dcache-p208.btor2,missing,False,True,3600.1474471418187,7200.0,missing,False,True,3600.288117263466,7200.0,0.0,missing,False,,
23,benchmarks/wordlevel/array/2019/wolf/2019C/zipcpu_zipcpu_dcache-p231.btor2,missing,False,True,3600.16047170572,7200.0,missing,False,True,3600.2176598384976,7200.0,0.0,missing,False,lean_core,lean_core
24,benchmarks/wordlevel/array/2019/wolf/2019C/zipcpu_zipcpu_dcache-p238.btor2,unsat,True,False,1.2325423695147038,1.2325423695147038,unsat,True,False,2.24553925357759,2.24553925357759,-1.0129968840628862,unsat,True,,
25,benchmarks/wordlevel/array/2019/wolf/2019C/zipcpu_zipcpu_dcache-p250.btor2,missing,False,True,3600.1219058446586,7200.0,missing,False,True,3600.1539212353528,7200.0,0.0,missing,False,,
26,benchmarks/wordlevel/array/2019/wolf/2019C/zipcpu_zipcpu_dcache-p260.btor2,missing,False,True,3600.1557552032173,7200.0,missing,False,True,3600.2589472224936,7200.0,0.0,missing,False,lean_core,
27,benchmarks/wordlevel/array/2019/wolf/2019C/zipcpu_zipcpu_dcache-p274.btor2,unsat,True,False,20.005094442516565,20.005094442516565,unsat,True,False,3.386394415050745,3.386394415050745,16.61870002746582,unsat,True,,
28,benchmarks/wordlevel/array/2019/wolf/2019C/zipcpu_zipcpu_dcache-p277.btor2,missing,False,True,3600.1532870335504,7200.0,missing,False,True,3600.257815649733,7200.0,0.0,missing,False,lean_core,lean_core
29,benchmarks/wordlevel/array/2019/wolf/2019C/zipcpu_zipcpu_dcache-p295.btor2,unsat,True,False,2.611154763959348,2.611154763959348,unsat,True,False,4.907930748537183,4.907930748537183,-2.2967759845778346,unsat,True,,
30,benchmarks/wordlevel/array/2019/wolf/2019C/zipcpu_zipcpu_dcache-p317.btor2,unsat,True,False,2.7788578178733587,2.7788578178733587,unsat,True,False,4.439715679734945,4.439715679734945,-1.6608578618615866,unsat,True,,
31,benchmarks/wordlevel/array/2019/wolf/2019C/zipcpu_zipcpu_dcache-p322.btor2,missing,False,True,3600.1658434979618,7200.0,missing,False,True,3600.2479789936915,7200.0,0.0,missing,False,lean_core,lean_core
32,benchmarks/wordlevel/array/2019/wolf/2019C/zipcpu_zipcpu_dcache-p343.btor2,missing,False,True,3600.163507462479,7200.0,missing,False,True,3600.2815879201517,7200.0,0.0,missing,False,lean_core,lean_core
33,benchmarks/wordlevel/array/2019/wolf/2019C/zipcpu_zipcpu_dcache-p346.btor2,missing,False,True,3600.159086585045,7200.0,missing,False,True,3600.258573091589,7200.0,0.0,missing,False,lean_core,lean_core
34,benchmarks/wordlevel/array/2019/wolf/2019C/zipcpu_zipcpu_dcache-p359.btor2,missing,False,True,3600.151726118289,7200.0,missing,False,True,3600.26932032872,7200.0,0.0,missing,False,,
35,benchmarks/wordlevel/array/2019/wolf/2019C/zipcpu_zipcpu_dcache-p371.btor2,missing,False,True,3600.142933513038,7200.0,missing,False,True,3600.2643790617585,7200.0,0.0,missing,False,,
36,benchmarks/wordlevel/array/2019/wolf/2019C/zipcpu_zipcpu_dcache-p428.btor2,missing,False,True,3600.153472837992,7200.0,missing,False,True,3600.277135549113,7200.0,0.0,missing,False,,
37,benchmarks/wordlevel/array/2019/wolf/2019C/zipcpu_zipcpu_dcache-p459.btor2,missing,False,True,3600.148516743444,7200.0,missing,False,True,3600.279441564344,7200.0,0.0,missing,False,,
38,benchmarks/wordlevel/array/2019/wolf/2019C/zipcpu_zipcpu_dcache-p462.btor2,unsat,True,False,1.614251316525042,1.614251316525042,unsat,True,False,4.044468927197158,4.044468927197158,-2.4302176106721163,unsat,True,,
39,benchmarks/wordlevel/array/2019/wolf/2019C/zipcpu_zipcpu_dcache-p478.btor2,missing,False,True,3600.1577613027766,7200.0,missing,False,True,3600.275524205528,7200.0,0.0,missing,False,,
40,benchmarks/wordlevel/array/2019/wolf/2019C/zipcpu_zipcpu_dcache-p532.btor2,unsat,True,False,1.9933703783899546,1.9933703783899546,unsat,True,False,4.296438479796052,4.296438479796052,-2.3030681014060974,unsat,True,,
41,benchmarks/wordlevel/array/2019/wolf/2019C/zipcpu_zipcpu_dcache-p554.btor2,missing,False,True,3600.137817156501,7200.0,missing,False,True,3600.2940859217197,7200.0,0.0,missing,False,,
42,benchmarks/wordlevel/array/2019/wolf/2019C/zipcpu_zipcpu_dcache-p558.btor2,missing,False,True,3600.142407534644,7200.0,missing,False,True,3600.323047725484,7200.0,0.0,missing,False,,
43,benchmarks/wordlevel/array/2019/wolf/2019C/zipcpu_zipcpu_dcache-p563.btor2,unsat,True,False,421.56982915010303,421.56982915010303,unsat,True,False,354.3726847693324,354.3726847693324,67.19714438077062,unsat,True,,
44,benchmarks/wordlevel/array/2019/wolf/2019C/zipcpu_zipcpu_dcache-p570.btor2,missing,False,True,3600.1484856512398,7200.0,missing,False,True,3600.2678165445104,7200.0,0.0,missing,False,,
45,benchmarks/wordlevel/array/2019/wolf/2019C/zipcpu_zipcpu_dcache-p581.btor2,unsat,True,False,2075.7154233613983,2075.7154233613983,unsat,True,False,2697.9096812279895,2697.9096812279895,-622.1942578665912,missing,False,,
46,benchmarks/wordlevel/array/2019/wolf/2019C/zipcpu_zipcpu_dcache-p591.btor2,missing,False,True,3600.148561303504,7200.0,missing,False,True,3600.3007319644094,7200.0,0.0,missing,False,lean_core,
47,benchmarks/wordlevel/array/2019/wolf/2019C/zipcpu_zipcpu_piped-p133.btor2,missing,False,True,3600.167089788243,7200.0,missing,False,True,3600.300204500556,7200.0,0.0,missing,False,,
48,benchmarks/wordlevel/array/2019/wolf/2019C/zipcpu_zipcpu_piped-p160.btor2,missing,False,True,3600.1430189078674,7200.0,missing,False,True,3600.3050625203177,7200.0,0.0,missing,False,,
49,benchmarks/wordlevel/array/2019/wolf/2019C/zipcpu_zipcpu_piped-p195.btor2,unsat,True,False,88.89252705127001,88.89252705127001,unsat,True,False,190.34851430729032,190.34851430729032,-101.45598725602031,unsat,True,,
50,benchmarks/wordlevel/array/2019/wolf/2019C/zipcpu_zipcpu_piped-p240.btor2,missing,False,True,3600.145413705148,7200.0,missing,False,True,3600.2270785737783,7200.0,0.0,missing,False,,
51,benchmarks/wordlevel/array/2019/wolf/2019C/zipcpu_zipcpu_piped-p241.btor2,missing,False,True,3600.1584440646693,7200.0,missing,False,True,3600.2586764963344,7200.0,0.0,missing,False,lean_core,lean_core
52,benchmarks/wordlevel/array/2019/wolf/2019C/zipcpu_zipcpu_piped-p284.btor2,missing,False,True,3600.1374514065683,7200.0,missing,False,True,3600.1911748135462,7200.0,0.0,missing,False,lean_core,lean_core
53,benchmarks/wordlevel/array/2019/wolf/2019C/zipcpu_zipcpu_piped-p310.btor2,unsat,True,False,54.17898117378354,54.17898117378354,unsat,True,False,150.4105949755758,150.4105949755758,-96.23161380179226,unsat,True,,
54,benchmarks/wordlevel/array/2019/wolf/2019C/zipcpu_zipcpu_piped-p311.btor2,missing,False,True,3600.17142175138,7200.0,missing,False,True,3600.2406707089394,7200.0,0.0,missing,False,lean_core,
55,benchmarks/wordlevel/array/2019/wolf/2019C/zipcpu_zipcpu_piped-p358.btor2,unsat,True,False,1.006888105534017,1.006888105534017,unsat,True,False,2.4937869207933545,2.4937869207933545,-1.4868988152593374,unsat,True,,
56,benchmarks/wordlevel/array/2019/wolf/2019C/zipcpu_zipcpu_piped-p366.btor2,unsat,True,False,0.9779251795262098,0.9779251795262098,unsat,True,False,1.9716701991856098,1.9716701991856098,-0.9937450196594,unsat,True,,
57,benchmarks/wordlevel/array/2019/wolf/2019C/zipcpu_zipcpu_piped-p395.btor2,unsat,True,False,36.95041412394494,36.95041412394494,unsat,True,False,43.356990745291114,43.356990745291114,-6.406576621346176,unsat,True,,
58,benchmarks/wordlevel/array/2019/wolf/2019C/zipcpu_zipcpu_piped-p421.btor2,missing,False,True,3600.109519115649,7200.0,missing,False,True,3600.230656772852,7200.0,0.0,missing,False,lean_core,lean_core
59,benchmarks/wordlevel/array/2019/wolf/2019C/zipcpu_zipcpu_piped-p43.btor2,unsat,True,False,0.7596764601767063,0.7596764601767063,unsat,True,False,1.4451806219294667,1.4451806219294667,-0.6855041617527604,unsat,True,,
60,benchmarks/wordlevel/array/2019/wolf/2019C/zipcpu_zipcpu_piped-p458.btor2,unsat,True,False,11.991871458478272,11.991871458478272,unsat,True,False,2.326065296307206,2.326065296307206,9.665806162171066,unsat,True,,
61,benchmarks/wordlevel/array/2019/wolf/2019C/zipcpu_zipcpu_piped-p485.btor2,unsat,True,False,0.8278269954025745,0.8278269954025745,unsat,True,False,2.0273437993600965,2.0273437993600965,-1.199516803957522,unsat,True,,
62,benchmarks/wordlevel/array/2019/wolf/2019C/zipcpu_zipcpu_piped-p493.btor2,missing,False,True,3600.1496167564765,7200.0,missing,False,True,3600.1999478852376,7200.0,0.0,missing,False,lean_core,lean_core
63,benchmarks/wordlevel/array/2019/wolf/2019C/zipcpu_zipcpu_piped-p496.btor2,missing,False,True,3600.142295775935,7200.0,missing,False,True,3600.2444234173745,7200.0,0.0,missing,False,,
64,benchmarks/wordlevel/array/2020/mann/array_lt200.btor2,unknown,False,False,0.08828736748546362,7200.0,unsat,True,False,0.7641075570136309,0.7641075570136309,7199.235892442986,unsat,True,lean_core,lean_core
65,benchmarks/wordlevel/array/2020/mann/array_swap.btor2,missing,False,True,3601.2759629664943,7200.0,missing,False,True,3602.5351697830483,7200.0,0.0,missing,False,,
66,benchmarks/wordlevel/array/2020/mann/deep_overflow_bug.btor2,missing,False,True,3600.9474222371355,7200.0,missing,False,True,3604.248489184305,7200.0,0.0,missing,False,,
67,benchmarks/wordlevel/array/2020/mann/easy_zero_array.btor2,missing,False,True,3601.817922098562,7200.0,missing,False,True,3602.170485563576,7200.0,0.0,missing,False,,
68,benchmarks/wordlevel/array/2020/mann/simple-stack-pred1.btor2,missing,False,True,3601.3449392747134,7200.0,missing,False,True,3604.3462580237538,7200.0,0.0,missing,False,,
69,benchmarks/wordlevel/array/2020/mann/zero_array.btor2,missing,False,True,3601.838171252981,7200.0,missing,False,True,3603.608127735555,7200.0,0.0,missing,False,,
70,benchmarks/wordlevel/array/2024/hkust/branch_coverage/array/rocket_1939.btor2,missing,False,True,3600.143596840091,7200.0,missing,False,True,3600.1511090425774,7200.0,0.0,missing,False,,
71,benchmarks/wordlevel/array/2024/hkust/branch_coverage/array/rocket_2021.btor2,missing,False,True,3600.1055647209287,7200.0,missing,False,True,3600.1576812844723,7200.0,0.0,missing,False,,
72,benchmarks/wordlevel/array/2024/hkust/branch_coverage/array/rocket_2029.btor2,missing,False,True,3600.1058593774214,7200.0,missing,False,True,3600.1703386921436,7200.0,0.0,missing,False,,
73,benchmarks/wordlevel/array/2024/hkust/branch_coverage/array/rocket_2045.btor2,missing,False,True,3600.105324110016,7200.0,missing,False,True,3600.169847666286,7200.0,0.0,missing,False,,
74,benchmarks/wordlevel/array/2024/hkust/branch_coverage/array/rocket_2047.btor2,missing,False,True,3600.10456097126,7200.0,missing,False,True,3600.158795468509,7200.0,0.0,missing,False,,
75,benchmarks/wordlevel/array/2024/hkust/branch_coverage/array/rocket_2053.btor2,missing,False,True,3600.1304421769455,7200.0,missing,False,True,3600.128501710482,7200.0,0.0,missing,False,,
76,benchmarks/wordlevel/array/2024/hkust/branch_coverage/array/rocket_2067.btor2,missing,False,True,3600.137685447,7200.0,missing,False,True,3600.1317628994584,7200.0,0.0,missing,False,,
77,benchmarks/wordlevel/array/2024/hkust/refinement_checking/array/ILA_Flute_ADDI_problem.btor2,missing,False,True,3600.1394948503003,7200.0,missing,False,True,3600.138827619143,7200.0,0.0,missing,False,,
78,benchmarks/wordlevel/array/2024/hkust/refinement_checking/array/ILA_Flute_AND_problem.btor2,missing,False,True,3600.146308953874,7200.0,missing,False,True,3600.140184235759,7200.0,0.0,missing,False,,
79,benchmarks/wordlevel/array/2024/hkust/refinement_checking/array/ILA_Flute_AUIPC_problem.btor2,missing,False,True,3600.1408114563674,7200.0,missing,False,True,3600.139962123707,7200.0,0.0,missing,False,,
80,benchmarks/wordlevel/array/2024/hkust/refinement_checking/array/ILA_Flute_BEQ_sanity.btor2,missing,False,True,3600.162656453438,7200.0,missing,False,True,3600.1532225869596,7200.0,0.0,missing,False,,
81,benchmarks/wordlevel/array/2024/hkust/refinement_checking/array/ILA_Flute_BGEU_problem.btor2,missing,False,True,3600.106592107564,7200.0,missing,False,True,3600.1381176607683,7200.0,0.0,missing,False,,
82,benchmarks/wordlevel/array/2024/hkust/refinement_checking/array/ILA_Flute_BLT_problem.btor2,missing,False,True,3600.1524065071717,7200.0,missing,False,True,3600.1287998259068,7200.0,0.0,missing,False,,
83,benchmarks/wordlevel/array/2024/hkust/refinement_checking/array/ILA_Flute_LHU_sanity.btor2,missing,False,True,3600.1503624161705,7200.0,missing,False,True,3600.139957432635,7200.0,0.0,missing,False,,
84,benchmarks/wordlevel/array/2024/hkust/refinement_checking/array/ILA_Flute_OR_sanity.btor2,missing,False,True,3600.149322403595,7200.0,missing,False,True,3600.1298293704167,7200.0,0.0,missing,False,,
85,benchmarks/wordlevel/array/2024/hkust/refinement_checking/array/ILA_Flute_SB_problem.btor2,missing,False,True,3600.130647368729,7200.0,missing,False,True,3600.1304083820432,7200.0,0.0,missing,False,,
86,benchmarks/wordlevel/array/2024/hkust/refinement_checking/array/ILA_Flute_SH_problem.btor2,missing,False,True,3600.148694592528,7200.0,missing,False,True,3600.1269290363416,7200.0,0.0,missing,False,,
87,benchmarks/wordlevel/array/2024/hkust/refinement_checking/array/ILA_Flute_SH_sanity.btor2,missing,False,True,3600.144800208509,7200.0,missing,False,True,3600.130666550249,7200.0,0.0,missing,False,,
88,benchmarks/wordlevel/array/2024/hkust/refinement_checking/array/ILA_Flute_SLLI_sanity.btor2,missing,False,True,3600.1473421733826,7200.0,missing,False,True,3600.132562313229,7200.0,0.0,missing,False,,
89,benchmarks/wordlevel/array/2024/hkust/refinement_checking/array/ILA_Flute_SLTI_problem.btor2,missing,False,True,3600.139672935009,7200.0,missing,False,True,3600.1388372462243,7200.0,0.0,missing,False,,
90,benchmarks/wordlevel/array/2024/hkust/refinement_checking/array/ILA_Flute_SLTI_sanity.btor2,missing,False,True,3600.1453738706186,7200.0,missing,False,True,3600.1422096444294,7200.0,0.0,missing,False,,
91,benchmarks/wordlevel/array/2024/hkust/refinement_checking/array/ILA_Flute_SRAI_problem.btor2,missing,False,True,3600.140999523923,7200.0,missing,False,True,3600.1419627042487,7200.0,0.0,missing,False,,
92,benchmarks/wordlevel/array/2024/hkust/refinement_checking/array/ILA_Flute_SUB_problem.btor2,missing,False,True,3600.143836618401,7200.0,missing,False,True,3600.141803902574,7200.0,0.0,missing,False,,
93,benchmarks/wordlevel/array/2024/hkust/refinement_checking/array/ILA_Flute_SW_sanity.btor2,missing,False,True,3600.1447912910953,7200.0,missing,False,True,3600.1496788021177,7200.0,0.0,missing,False,,
94,benchmarks/wordlevel/array/2024/hkust/refinement_checking/array/ILA_Flute_XORI_problem.btor2,missing,False,True,3600.14046346955,7200.0,missing,False,True,3600.1273361472413,7200.0,0.0,missing,False,,
95,benchmarks/wordlevel/array/2024/hkust/refinement_checking/array/ILA_Piccolo_ADD_sanity.btor2,missing,False,True,3600.139257901348,7200.0,missing,False,True,3600.133138049394,7200.0,0.0,missing,False,,
96,benchmarks/wordlevel/array/2024/hkust/refinement_checking/array/ILA_Piccolo_BNE_sanity.btor2,missing,False,True,3600.1438199840486,7200.0,missing,False,True,3600.1281106723472,7200.0,0.0,missing,False,,
97,benchmarks/wordlevel/array/2024/hkust/refinement_checking/array/ILA_Piccolo_JALR_problem.btor2,missing,False,True,3600.1403914168477,7200.0,missing,False,True,3600.1322717899457,7200.0,0.0,missing,False,,
98,benchmarks/wordlevel/array/2024/hkust/refinement_checking/array/ILA_Piccolo_JALR_sanity.btor2,missing,False,True,3600.1458916906267,7200.0,missing,False,True,3600.1325675733387,7200.0,0.0,missing,False,,
99,benchmarks/wordlevel/array/2024/hkust/refinement_checking/array/ILA_Piccolo_LBU_sanity.btor2,missing,False,True,3600.1402261173353,7200.0,missing,False,True,3600.131347413175,7200.0,0.0,missing,False,,
100,benchmarks/wordlevel/array/2024/hkust/refinement_checking/array/ILA_Piccolo_LH_sanity.btor2,missing,False,True,3600.153223569505,7200.0,missing,False,True,3600.1352598527446,7200.0,0.0,missing,False,,
101,benchmarks/wordlevel/array/2024/hkust/refinement_checking/array/ILA_Piccolo_LUI_sanity.btor2,missing,False,True,3600.15254274942,7200.0,missing,False,True,3600.130875696428,7200.0,0.0,missing,False,,
102,benchmarks/wordlevel/array/2024/hkust/refinement_checking/array/ILA_Piccolo_LW_problem.btor2,missing,False,True,3600.1456506783143,7200.0,missing,False,True,3600.1284786490723,7200.0,0.0,missing,False,,
103,benchmarks/wordlevel/array/2024/hkust/refinement_checking/array/ILA_Piccolo_ORI_sanity.btor2,missing,False,True,3600.146603386849,7200.0,missing,False,True,3600.133737012744,7200.0,0.0,missing,False,,
104,benchmarks/wordlevel/array/2024/hkust/refinement_checking/array/ILA_Piccolo_SB_sanity.btor2,missing,False,True,3600.1445578560233,7200.0,missing,False,True,3600.131376961246,7200.0,0.0,missing,False,,
105,benchmarks/wordlevel/array/2024/hkust/refinement_checking/array/ILA_Piccolo_SLLI_problem.btor2,missing,False,True,3600.139965303242,7200.0,missing,False,True,3600.1268026474863,7200.0,0.0,missing,False,,
106,benchmarks/wordlevel/array/2024/hkust/refinement_checking/array/ILA_Piccolo_SLL_problem.btor2,missing,False,True,3600.1533330297098,7200.0,missing,False,True,3600.1267089191824,7200.0,0.0,missing,False,,
107,benchmarks/wordlevel/array/2024/hkust/refinement_checking/array/ILA_Piccolo_SLTI_problem.btor2,missing,False,True,3600.1598439477384,7200.0,missing,False,True,3600.1335126189515,7200.0,0.0,missing,False,,
108,benchmarks/wordlevel/array/2024/hkust/refinement_checking/array/ILA_Piccolo_SLT_sanity.btor2,missing,False,True,3600.156733476557,7200.0,missing,False,True,3600.130098199472,7200.0,0.0,missing,False,,
109,benchmarks/wordlevel/array/2024/hkust/refinement_checking/array/ILA_Piccolo_SRL_sanity.btor2,missing,False,True,3600.158014882356,7200.0,missing,False,True,3600.1343125477433,7200.0,0.0,missing,False,,
110,benchmarks/wordlevel/array/2024/hkust/refinement_checking/array/ILA_Piccolo_SW_problem.btor2,missing,False,True,3600.137980269268,7200.0,missing,False,True,3600.1361201917753,7200.0,0.0,missing,False,,
111,benchmarks/wordlevel/array/2024/hkust/refinement_checking/array/ILA_Piccolo_XORI_sanity.btor2,missing,False,True,3600.1532007055357,7200.0,missing,False,True,3600.1383231515065,7200.0,0.0,missing,False,,
112,benchmarks/wordlevel/array/2024/hkust/refinement_checking/array/ILA_Ridecore_BLTU_problem.btor2,missing,False,True,3600.171158472076,7200.0,missing,False,True,3600.1561678098515,7200.0,0.0,missing,False,,
113,benchmarks/wordlevel/array/2024/hkust/refinement_checking/array/ILA_Ridecore_LB_problem.btor2,missing,False,True,3600.1815478568897,7200.0,missing,False,True,3600.1404413096607,7200.0,0.0,missing,False,,
114,benchmarks/wordlevel/array/2024/hkust/refinement_checking/array/ILA_Ridecore_LUI_problem.btor2,missing,False,True,3600.176258600317,7200.0,missing,False,True,3600.1649080589414,7200.0,0.0,missing,False,,
115,benchmarks/wordlevel/array/2024/hkust/refinement_checking/array/ILA_Ridecore_ORI_problem.btor2,missing,False,True,3600.173292366788,7200.0,missing,False,True,3600.171668565832,7200.0,0.0,missing,False,,
116,benchmarks/wordlevel/array/2024/hkust/refinement_checking/array/ILA_Ridecore_SRAI_problem.btor2,missing,False,True,3600.162378472276,7200.0,missing,False,True,3600.1581290736794,7200.0,0.0,missing,False,,
117,benchmarks/wordlevel/array/2024/hkust/refinement_checking/array/ILA_Rocket_ADD_sanity.btor2,missing,False,True,3600.157264487818,7200.0,missing,False,True,3600.191117566079,7200.0,0.0,missing,False,,
118,benchmarks/wordlevel/array/2024/hkust/refinement_checking/array/ILA_Rocket_ANDI_sanity.btor2,missing,False,True,3600.1572898766026,7200.0,missing,False,True,3600.157695869915,7200.0,0.0,missing,False,,
119,benchmarks/wordlevel/array/2024/hkust/refinement_checking/array/ILA_Rocket_AND_problem.btor2,missing,False,True,3600.170742199756,7200.0,missing,False,True,3600.147581502795,7200.0,0.0,missing,False,,
120,benchmarks/wordlevel/array/2024/hkust/refinement_checking/array/ILA_Rocket_AND_sanity.btor2,missing,False,True,3600.1856011291966,7200.0,missing,False,True,3600.147916602902,7200.0,0.0,missing,False,,
121,benchmarks/wordlevel/array/2024/hkust/refinement_checking/array/ILA_Rocket_BLTU_problem.btor2,missing,False,True,3600.1652420852333,7200.0,missing,False,True,3600.1469247164205,7200.0,0.0,missing,False,,
122,benchmarks/wordlevel/array/2024/hkust/refinement_checking/array/ILA_Rocket_BNE_problem.btor2,missing,False,True,3600.16772234533,7200.0,missing,False,True,3600.157196766697,7200.0,0.0,missing,False,,
123,benchmarks/wordlevel/array/2024/hkust/refinement_checking/array/ILA_Rocket_JAL_sanity.btor2,missing,False,True,3600.191282901913,7200.0,missing,False,True,3600.1503625893965,7200.0,0.0,missing,False,,
124,benchmarks/wordlevel/array/2024/hkust/refinement_checking/array/ILA_Rocket_LUI_sanity.btor2,missing,False,True,3600.194800139405,7200.0,missing,False,True,3600.151661411859,7200.0,0.0,missing,False,,
125,benchmarks/wordlevel/array/2024/hkust/refinement_checking/array/ILA_Rocket_LW_sanity.btor2,missing,False,True,3600.1884024040774,7200.0,missing,False,True,3600.153634848073,7200.0,0.0,missing,False,,
126,benchmarks/wordlevel/array/2024/hkust/refinement_checking/array/ILA_Rocket_ORI_sanity.btor2,missing,False,True,3600.174874357879,7200.0,missing,False,True,3600.2504545813426,7200.0,0.0,missing,False,,
